valueDate,notes,organization,email,clientName,amount,currency
20-Jan-22,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,FR,635,USD
09-Oct-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,CN,878,USD
31-Dec-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,MM,434,USD
10-Oct-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,ID,984,USD
23-Jan-22,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,CZ,128,USD
14-Jan-22,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,CN,285,USD
09-Dec-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,MW,484,USD
27-Nov-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,KR,463,USD
27-Nov-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,FI,193,USD
16-Oct-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,AR,493,USD
21-Jan-22,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,ID,933,USD
19-Jan-22,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,GU,1000,USD
14-Nov-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,NO,832,USD
03-Dec-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,UA,849,USD
30-Dec-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,CO,845,USD
07-Jan-22,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,KM,161,USD
27-Sep-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,NO,578,USD
01-Nov-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,BR,737,USD
21-Dec-21,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,CO,375,USD
09-Jan-22,Job Done,Worksuite Technologies LTD,hoster@worksuite.co,CN,280,USD
29-Sep-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,UA,809,USD
12-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CO,757,USD
15-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,919,USD
15-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,AL,562,USD
11-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CF,836,USD
28-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,PH,906,USD
21-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,872,USD
24-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,YE,724,USD
22-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,RU,743,USD
15-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CZ,677,USD
26-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,JP,363,USD
27-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,PT,710,USD
01-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CO,124,USD
08-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,WS,723,USD
06-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,SY,463,USD
17-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CO,205,USD
02-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,AF,691,USD
06-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,BY,118,USD
14-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,IE,834,USD
19-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,RU,487,USD
14-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,ID,275,USD
13-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,754,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,AR,905,USD
13-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,610,USD
02-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,RU,586,USD
07-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,411,USD
22-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,IR,680,USD
29-Sep-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,SD,586,USD
03-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,RU,627,USD
06-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,RU,728,USD
13-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,938,USD
30-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,GQ,954,USD
14-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,AR,253,USD
22-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,SE,326,USD
28-Sep-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,931,USD
29-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,396,USD
13-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,PT,714,USD
18-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,SD,898,USD
16-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,VN,568,USD
09-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,409,USD
26-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,BG,501,USD
30-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,TH,116,USD
29-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,BA,544,USD
27-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,PS,322,USD
13-Oct-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,RS,572,USD
13-Dec-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,CN,162,USD
23-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,PE,226,USD
27-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,TH,844,USD
23-Nov-21,Job Done,Worksuite Technologies LTD,aster@worksuite.co,RU,710,USD
10-Jan-22,Job Done,Worksuite Technologies LTD,aster@worksuite.co,BR,827,USD
30-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,UA,506,USD
05-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,KP,263,USD
17-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,402,USD
20-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,991,USD
03-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,170,USD
24-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,616,USD
25-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,270,USD
01-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,704,USD
10-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,HR,413,USD
05-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PE,845,USD
03-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,RU,103,USD
14-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,894,USD
25-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,UA,313,USD
26-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,US,433,USD
19-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,751,USD
05-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,MM,911,USD
28-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,JP,375,USD
01-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,359,USD
02-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,628,USD
12-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,762,USD
23-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,798,USD
09-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,FR,519,USD
02-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,AZ,855,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,RS,138,USD
07-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,JP,620,USD
30-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,876,USD
16-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,NG,971,USD
15-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,470,USD
25-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PH,990,USD
19-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CO,121,USD
15-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PT,167,USD
30-Sep-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,US,605,USD
06-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PT,439,USD
28-Sep-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,TJ,228,USD
18-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CZ,131,USD
13-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,690,USD
12-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,239,USD
30-Sep-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,SE,167,USD
25-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,277,USD
22-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PL,799,USD
03-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PH,165,USD
15-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ME,531,USD
24-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,746,USD
11-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CZ,403,USD
14-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,AR,903,USD
29-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,RU,244,USD
01-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,100,USD
21-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PE,117,USD
22-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,152,USD
04-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,IR,144,USD
06-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,NO,496,USD
18-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,227,USD
31-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,678,USD
09-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,FR,834,USD
11-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,KZ,458,USD
15-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,FR,697,USD
30-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PH,642,USD
29-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,BR,672,USD
17-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,983,USD
29-Nov-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,PE,323,USD
15-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,732,USD
29-Sep-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,953,USD
25-Jan-22,Job Done,Worksuite Technologies LTD,roster@worksuite.co,HT,758,USD
27-Sep-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,784,USD
01-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,MX,170,USD
25-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,970,USD
05-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,ID,936,USD
23-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,NO,433,USD
15-Dec-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CN,481,USD
25-Oct-21,Job Done,Worksuite Technologies LTD,roster@worksuite.co,CO,576,USD
31-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,MG,787,USD
21-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,MY,598,USD
17-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,ID,614,USD
17-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,VN,680,USD
27-Sep-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,PS,455,USD
17-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,SS,194,USD
17-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,PA,161,USD
14-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CN,875,USD
19-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,NG,265,USD
11-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,JO,206,USD
22-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CN,888,USD
28-Sep-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,ID,102,USD
01-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,SE,819,USD
02-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,ID,708,USD
18-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,BR,368,USD
17-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,RU,296,USD
04-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,GR,643,USD
22-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,RS,462,USD
21-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CD,825,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,US,802,USD
17-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CR,137,USD
28-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,NC,194,USD
02-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,IQ,497,USD
26-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,YE,460,USD
14-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,NO,655,USD
06-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,MN,787,USD
16-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,ID,912,USD
24-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,FR,738,USD
01-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,RU,927,USD
24-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CO,315,USD
08-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,PH,197,USD
13-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,IR,513,USD
29-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,RS,323,USD
26-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CN,498,USD
29-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,FR,919,USD
26-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,NG,199,USD
30-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CN,347,USD
17-Jan-22,Job Done,Worksuite Technologies LTD,dister@worksuite.co,RU,498,USD
26-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,JP,508,USD
16-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,ID,240,USD
02-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CN,295,USD
21-Dec-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,UA,508,USD
05-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,ID,676,USD
28-Sep-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,JP,119,USD
03-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,HN,305,USD
21-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,TH,705,USD
30-Oct-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,UG,721,USD
29-Sep-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CN,309,USD
27-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,CA,474,USD
05-Nov-21,Job Done,Worksuite Technologies LTD,dister@worksuite.co,ID,238,USD
19-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CZ,208,USD
25-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,GR,693,USD
09-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,488,USD
29-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ZA,819,USD
05-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,PL,219,USD
08-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,KR,431,USD
18-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ID,829,USD
15-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,RU,980,USD
19-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,DJ,475,USD
30-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,IE,348,USD
28-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,NG,377,USD
29-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,NO,948,USD
13-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,BR,313,USD
28-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,IR,989,USD
14-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,FR,190,USD
22-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ID,795,USD
03-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,RU,814,USD
12-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,BB,101,USD
02-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,RU,287,USD
18-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ID,803,USD
15-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,BR,532,USD
13-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ID,108,USD
22-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,YE,810,USD
01-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ES,921,USD
21-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,JO,254,USD
17-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CR,570,USD
18-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,100,USD
22-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ID,793,USD
19-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,RU,122,USD
06-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,UA,325,USD
02-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,528,USD
04-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,AR,933,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,AL,904,USD
06-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,SE,293,USD
18-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,RU,699,USD
23-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,AM,195,USD
16-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,MX,941,USD
31-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CO,750,USD
31-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,557,USD
06-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,PL,600,USD
14-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,168,USD
27-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,ID,584,USD
20-Dec-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,769,USD
15-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,MT,250,USD
19-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,411,USD
19-Jan-22,Job Done,Worksuite Technologies LTD,postern@worksuite.co,UA,370,USD
20-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,RU,788,USD
23-Nov-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CN,953,USD
24-Oct-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,CL,435,USD
28-Sep-21,Job Done,Worksuite Technologies LTD,postern@worksuite.co,PL,506,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,LK,838,USD
16-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ID,489,USD
09-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,AZ,408,USD
01-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,GR,669,USD
21-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ZA,825,USD
24-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,RU,929,USD
14-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,DO,734,USD
27-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,CZ,660,USD
12-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,LB,516,USD
26-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,UA,970,USD
30-Sep-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,TJ,320,USD
18-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,VN,662,USD
14-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ID,126,USD
14-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,PH,536,USD
25-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,IE,546,USD
28-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,VE,125,USD
22-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,CN,411,USD
13-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,BR,271,USD
03-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,CN,417,USD
29-Sep-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,GR,276,USD
23-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,VN,782,USD
14-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ID,756,USD
10-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,NL,896,USD
02-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ID,411,USD
30-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,RU,974,USD
31-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,FR,578,USD
05-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,DO,600,USD
10-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,PE,701,USD
06-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,PL,380,USD
11-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,MC,161,USD
23-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,FR,579,USD
08-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,RS,104,USD
15-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,CN,998,USD
15-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,KP,587,USD
25-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,GR,442,USD
09-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ID,834,USD
14-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,JP,881,USD
13-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,NE,299,USD
08-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,CN,554,USD
18-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,MM,172,USD
04-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ID,294,USD
24-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,LY,601,USD
05-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,ID,575,USD
18-Jan-22,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,PH,179,USD
10-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,CZ,164,USD
14-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,CN,840,USD
05-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,PE,955,USD
12-Oct-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,PL,620,USD
24-Nov-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,FI,179,USD
16-Dec-21,Job Done,Worksuite Technologies LTD,kyoster@worksuite.co,PH,759,USD
25-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,PL,127,USD
14-Jan-22,Job Done,Worksuite Technologies LTD,taster@worksuite.co,PE,742,USD
15-Dec-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,KP,463,USD
26-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,MM,276,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,taster@worksuite.co,PE,285,USD
15-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,KZ,135,USD
28-Nov-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,US,282,USD
18-Dec-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,RS,888,USD
09-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,CA,127,USD
02-Nov-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,DE,786,USD
21-Jan-22,Job Done,Worksuite Technologies LTD,taster@worksuite.co,HR,916,USD
28-Sep-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,ID,696,USD
26-Dec-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,SE,612,USD
11-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,GR,938,USD
27-Sep-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,HN,788,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,taster@worksuite.co,GE,935,USD
21-Jan-22,Job Done,Worksuite Technologies LTD,taster@worksuite.co,GR,427,USD
27-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,CN,219,USD
24-Nov-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,CN,1000,USD
17-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,ID,581,USD
26-Nov-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,TH,944,USD
04-Nov-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,BR,437,USD
20-Oct-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,CN,937,USD
19-Nov-21,Job Done,Worksuite Technologies LTD,taster@worksuite.co,CN,846,USD
